Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2020-12-10;07:00;4618;0
2022-03-26;04:00;7553;4
2020-12-10;09:00;4716;231
2022-03-26;12:00;7149;5649
2020-12-10;13:00;3183;804
2022-03-26;15:00;7669;4400
2020-12-10;18:00;5165;0
2022-03-27;04:00;6021;4
2020-12-10;20:00;5996;0
2022-03-27;05:00;5787;4
2020-12-10;21:00;6503;0
2022-03-27;10:00;1847;2791
2020-12-11;03:00;7098;0
2022-03-27;16:00;1437;3790
2020-12-11;07:00;8422;0
2022-03-27;23:00;2349;4
2020-12-11;14:00;6185;505
2022-03-28;02:00;1866;4
2020-12-11;16:00;6038;98
2022-03-28;10:00;1240;3004
2020-12-11;21:00;6222;0
2022-03-28;18:00;1183;1005
2020-12-11;22:00;6010;0
2022-03-28;20:00;1882;10
2020-12-12;00:00;6163;0
2022-03-28;22:00;2695;4
2020-12-12;01:00;5879;0
2022-03-29;03:00;2961;4
2020-12-12;04:00;5056;0
2022-03-29;09:00;2088;1056
2020-12-12;06:00;4820;0
2022-03-29;12:00;1065;2989
2020-12-12;08:00;5079;30
2022-03-29;13:00;1109;3188
2020-12-12;11:00;4976;1321
2022-03-29;17:00;1314;1277
2020-12-12;13:00;5807;1594
2022-03-29;21:00;2063;4
2020-12-12;14:00;5709;1363
2022-03-29;22:00;1759;4
2020-12-12;17:00;5815;3
2022-03-29;23:00;1610;4
2020-12-12;21:00;5942;0
2022-03-30;01:00;1680;4
2020-12-13;01:00;4870;0
2022-03-30;04:00;1032;4
2020-12-13;04:00;3708;0
2022-03-30;05:00;1106;4
2020-12-13;05:00;3608;0
2022-03-30;12:00;1037;1527
2020-12-13;10:00;4350;1075
2022-03-30;13:00;1149;1763
2020-12-13;11:00;4513;1497
2022-03-30;22:00;2417;4
2020-12-13;17:00;8701;2
2022-03-31;06:00;5043;4
2020-12-13;20:00;9896;0
2022-03-31;10:00;5779;2029
2020-12-13;21:00;9815;0
2022-03-31;16:00;10051;2616
2020-12-13;22:00;9453;0
2022-04-01;00:00;10223;1
2020-12-14;03:00;9137;0
2022-04-01;02:00;10288;1
2020-12-14;05:00;8802;0
2022-04-01;04:00;9058;1
2020-12-14;07:00;8363;0
2022-04-01;06:00;8784;1
2020-12-14;13:00;5329;700
2022-04-01;10:00;9979;2394
2020-12-14;14:00;5047;509
2022-04-01;13:00;11288;3210
2020-12-14;16:00;5439;102
2022-04-01;14:00;11754;3220
2020-12-14;23:00;6200;0
2022-04-01;16:00;12591;2744
2020-12-15;01:00;5780;0
2022-04-01;21:00;10746;4
2020-12-15;02:00;5464;0
2022-04-02;00:00;10222;2
2020-12-15;09:00;3921;162
2022-04-02;01:00;10382;2
2020-12-15;14:00;2750;745
2022-04-02;23:00;4485;3
2020-12-15;19:00;3643;0
2022-04-03;00:00;4788;3
2020-12-15;22:00;4021;0
2022-04-03;03:00;5064;1
2020-12-16;00:00;3720;0
2022-04-03;07:00;3869;33
2020-12-16;06:00;5589;0
2022-04-03;09:00;2454;1900
2020-12-16;08:00;6747;38
2022-04-03;21:00;1635;3
2020-12-16;17:00;7097;5
2022-04-03;23:00;1444;2
2020-12-16;18:00;7659;0
2022-04-04;02:00;1850;1
2020-12-16;21:00;7507;0
2022-04-04;08:00;4575;775
2020-12-16;23:00;7203;0
2022-04-04;20:00;9162;30
2020-12-17;07:00;5383;0
2022-04-05;00:00;7979;3
2020-12-17;08:00;5260;9
2022-04-05;05:00;6503;1
2020-12-17;11:00;4010;847
2022-04-05;08:00;5583;595
2020-12-17;12:00;3785;1096
2022-04-05;15:00;6411;4007
2020-12-17;18:00;3480;3
2022-04-05;18:00;7087;1494
2020-12-18;05:00;5772;2
2022-04-05;19:00;7008;415
2020-12-18;11:00;6236;1089
2022-04-05;23:00;6080;3
2020-12-18;12:00;6146;1370
2022-04-06;10:00;6116;1529
2020-12-18;15:00;6476;854
2022-04-06;12:00;8204;2387
2020-12-18;16:00;6789;263
2022-04-06;19:00;12920;294
2020-12-19;02:00;10745;0
2022-04-06;23:00;14388;1
2020-12-19;04:00;11179;0
2022-04-07;03:00;15017;1
2020-12-19;13:00;8685;749
2022-04-07;11:00;15495;2230
2020-12-19;23:00;5490;0
2022-04-07;12:00;15435;2422
2020-12-20;00:00;5114;0
2022-04-07;21:00;13423;4
2020-12-20;10:00;3972;559
2022-04-07;22:00;12671;3
2020-12-20;11:00;3721;1067
2022-04-08;00:00;10381;3
2020-12-20;12:00;3776;1305
2022-04-08;02:00;8014;1
2020-12-20;15:00;3735;745
2022-04-08;04:00;6134;1
2020-12-20;19:00;5429;0
2022-04-08;14:00;8808;2889
2020-12-20;23:00;5544;0
2022-04-08;16:00;9848;2370
2020-12-21;01:00;6083;0
2022-04-08;17:00;10474;1698
2020-12-21;05:00;7504;0
2022-04-09;03:00;4960;1
2020-12-21;06:00;8560;0
2022-04-09;04:00;4734;1
2020-12-21;12:00;11748;883
2022-04-09;05:00;4120;1
2020-12-21;16:00;11216;94
2022-04-09;06:00;3586;1
2020-12-22;10:00;8420;882
2022-04-09;12:00;2189;4550
2020-12-22;21:00;7496;0
2022-04-09;13:00;2471;4969
2020-12-23;00:00;7025;0
2022-04-10;09:00;1384;2782
2020-12-23;13:00;10661;494
2022-04-10;16:00;2091;4874
2020-12-23;16:00;11779;61
2022-04-10;20:00;3403;67
2020-12-23;19:00;12701;0
2022-04-11;07:00;10664;85
2020-12-23;20:00;12471;0
2022-04-11;09:00;8310;1693
2020-12-23;23:00;12011;0
2022-04-11;11:00;7616;4051
2020-12-24;00:00;11533;0
2022-04-11;13:00;7647;4878
2020-12-24;08:00;10676;14
2022-04-11;14:00;7744;4774
2020-12-24;13:00;10172;1078
2022-04-11;15:00;7705;4479
2020-12-24;16:00;9922;138
2022-04-11;16:00;7579;3624
2020-12-24;17:00;9280;4
2022-04-11;18:00;6609;1396
2020-12-24;18:00;8706;1
2022-04-11;19:00;6272;491
2020-12-24;20:00;7773;0
2022-04-12;05:00;8025;0
2020-12-24;22:00;7809;0
2022-04-12;12:00;4579;3382
2020-12-25;00:00;7157;0
2022-04-12;21:00;2444;1
2020-12-25;06:00;6267;0
2022-04-12;23:00;2388;1
2020-12-25;08:00;6091;33
2022-04-13;09:00;770;1206
2020-12-25;09:00;6100;409
2022-04-13;10:00;633;1871
2020-12-25;12:00;6079;1805
2022-04-13;14:00;601;3249
2020-12-25;14:00;6177;1257
2022-04-14;16:00;857;4361
2020-12-25;16:00;5630;263
2022-04-14;17:00;995;3323
2020-12-25;19:00;5107;0
2022-04-15;06:00;1298;1
2020-12-25;21:00;4303;0
2022-04-15;12:00;1315;5269
2020-12-25;22:00;3844;0
2022-04-15;15:00;1302;5260
2020-12-26;00:00;3597;0
2022-04-15;16:00;1468;4625
2020-12-26;06:00;2950;0
2022-04-15;20:00;3415;74
2020-12-26;10:00;4138;1252
2022-04-16;04:00;4686;1
2020-12-26;17:00;8403;9
2022-04-16;11:00;3924;5197
2020-12-26;19:00;10409;0
2022-04-17;01:00;7818;2
2020-12-27;02:00;13291;0
2022-04-17;02:00;7650;2
2020-12-27;03:00;11817;0
2022-04-17;05:00;6549;1
2020-12-27;04:00;11724;0
2022-04-17;07:00;5666;149
2020-12-27;06:00;11743;0
2022-04-17;17:00;2667;3811
2020-12-27;18:00;8766;0
2022-04-17;18:00;2818;2272
2020-12-27;20:00;7878;0
2022-04-17;23:00;6091;3
2020-12-28;11:00;8906;907
2022-04-19;06:00;2139;3
2020-12-28;19:00;9088;0
2022-04-19;08:00;1486;933
2020-12-28;23:00;7015;0
2022-04-19;22:00;4636;1
2020-12-29;01:00;6526;0
2022-04-20;12:00;2935;2593
2020-12-29;02:00;6380;0
2022-04-20;19:00;3256;288
2020-12-29;11:00;3854;1111
2022-04-20;23:00;4281;1
2020-12-29;13:00;3882;1290
2022-04-21;00:00;3922;2
2020-12-29;15:00;3820;681
2022-04-21;03:00;3328;1
2020-12-29;17:00;3300;9
2022-04-21;04:00;3387;1
2020-12-29;20:00;3360;1
2022-04-21;09:00;1902;1321
2020-12-29;22:00;3020;0
2022-04-21;22:00;6320;1
2020-12-30;04:00;2767;0
2022-04-22;06:00;4915;3
2020-12-30;10:00;2703;945
2022-04-22;07:00;4651;156
2020-12-30;12:00;2404;1509
2022-04-22;09:00;2784;1834
2020-12-30;22:00;5526;0
2022-04-22;18:00;2736;1543
2020-12-31;05:00;5272;0
2022-04-22;19:00;2818;549
2020-12-31;16:00;2221;160
2022-04-22;22:00;5046;1
2020-12-31;20:00;1438;0
2022-04-23;04:00;5945;1
2021-01-01;14:00;768;899
2022-04-23;06:00;6459;3
2021-01-01;17:00;1109;8
2022-04-23;07:00;6707;119
2021-01-02;10:00;1643;384
2022-04-23;10:00;5418;1406
2021-01-02;15:00;1769;495
2022-04-24;00:00;3583;1
2021-01-02;20:00;1671;0
2022-04-24;06:00;2789;2
2021-01-02;21:00;1612;0
2022-04-24;09:00;2543;890
2021-01-03;03:00;1582;0
2022-04-25;01:00;3697;1
2021-01-03;10:00;1531;720
2022-04-25;02:00;3594;1
2021-01-03;14:00;1618;1070
2022-04-25;08:00;2704;903
2021-01-03;18:00;1999;2
2022-04-25;09:00;2358;1893
2021-01-03;19:00;2085;2
2022-04-25;12:00;1892;4228
2021-01-04;02:00;1918;0
2022-04-25;13:00;2020;4625
2021-01-04;09:00;1556;167
2022-04-26;17:00;2772;3724
2021-01-04;10:00;1453;486
2022-04-26;18:00;3083;2353
2021-01-04;11:00;1498;767
2022-04-26;20:00;3835;127
2021-01-04;12:00;1536;932
2022-06-04;14:00;1322;4504
2021-01-05;01:00;2460;0
2022-06-04;23:00;2957;1
2021-01-05;06:00;1916;0
2022-06-05;03:00;1786;1
2021-01-05;11:00;1490;683
2022-06-05;15:00;5222;3926
2021-01-05;16:00;2028;152
2022-06-05;19:00;4732;1235
2021-01-05;17:00;1954;5
2022-06-05;21:00;3454;36
2021-01-05;18:00;1897;0
2022-06-06;03:00;2021;1
2021-01-05;23:00;1433;0
2022-06-06;07:00;1894;607
2021-01-06;11:00;696;1150
2022-06-06;10:00;3055;3994
2021-01-07;00:00;388;0
2022-06-06;16:00;3349;3471
2021-01-07;13:00;648;1837
2022-06-06;19:00;2276;976
2021-01-07;22:00;1456;0
2022-06-07;02:00;2256;1
2021-01-07;23:00;1474;0
2022-06-07;09:00;3250;2471
2021-01-08;03:00;1184;0
2022-06-07;11:00;4617;3897
2021-01-08;05:00;1102;0
2022-06-07;23:00;2958;1
2021-01-08;10:00;786;1344
2022-06-08;01:00;3163;1
2021-01-08;15:00;492;1182
2022-06-08;10:00;4544;1699
2021-01-08;19:00;830;0
2022-06-08;17:00;7701;2671
2021-01-08;20:00;887;0
2022-06-09;03:00;5024;1
2021-01-08;22:00;1011;0
2022-06-09;11:00;3604;4466
2021-01-09;08:00;3592;13
2022-06-09;14:00;4347;4906
2021-01-09;21:00;5611;0
2022-06-09;22:00;2000;3
2021-01-10;00:00;5006;0
2022-06-10;00:00;2235;2
2021-01-10;01:00;4879;0
2022-06-10;03:00;2384;2
2021-01-10;03:00;4908;0
2022-06-10;08:00;1455;1878
2021-01-10;06:00;4299;0
2022-06-10;11:00;2074;5416
2021-01-10;14:00;3233;1644
2022-06-10;15:00;2352;5640
2021-01-10;20:00;3593;0
2022-06-10;18:00;1615;2946
2021-01-10;22:00;2618;0
2022-06-11;02:00;1031;3
2021-01-11;06:00;2160;0
2022-06-11;05:00;803;2
2021-01-11;12:00;2977;2139
2022-06-11;11:00;253;5424
2021-01-11;13:00;3246;2184
2022-06-11;14:00;430;6030
2021-01-11;18:00;6261;0
2022-06-11;18:00;947;2529
2021-01-11;19:00;6796;0
2022-06-11;19:00;1270;1317
2021-01-12;04:00;11607;0
2022-06-11;21:00;1808;55
2021-01-12;07:00;12423;0
2022-06-12;06:00;2679;99
2021-01-12;10:00;12050;517
2022-06-12;11:00;797;4564
2021-01-12;11:00;11575;795
2022-06-12;12:00;885;4990
2021-01-12;19:00;6085;0
2022-06-12;19:00;3224;1301
2021-01-13;15:00;7702;840
2022-06-13;07:00;2405;553
2021-01-14;02:00;7513;0
2022-06-13;14:00;1248;5854
2021-01-14;08:00;7176;36
2022-06-13;15:00;1207;5643
2021-01-14;09:00;7118;386
2022-06-13;22:00;3224;2
2021-01-15;04:00;7271;0
2022-06-14;00:00;4226;1
2021-01-15;06:00;6289;0
2022-06-14;05:00;4278;2
2021-01-15;14:00;4907;1272
2022-06-14;08:00;1494;1875
2021-01-15;19:00;2672;0
2022-06-14;11:00;1106;5321
2021-01-16;00:00;1895;0
2022-06-14;20:00;1299;439
2021-01-16;10:00;4251;1089
2022-06-14;22:00;3348;1
2021-01-16;18:00;6744;0
2022-06-14;23:00;4279;1
2021-01-17;02:00;4836;0
2022-06-15;04:00;2566;1
2021-01-17;08:00;5509;32
2022-06-15;06:00;2178;101
2021-01-17;11:00;5358;1562
2022-06-15;09:00;455;2906
2021-01-17;18:00;3104;0
2022-06-15;15:00;774;5415
2021-01-18;01:00;2067;0
2022-06-15;16:00;1002;5017
2021-01-18;03:00;2190;0
2022-06-16;05:00;1480;7
2021-01-18;04:00;2306;0
2022-06-16;10:00;854;4053
2021-01-18;06:00;2421;0
2022-06-16;14:00;625;5763
2021-01-18;15:00;3652;1705
2022-06-16;20:00;716;481
2021-01-18;18:00;4832;2
2022-06-16;22:00;1762;3
2021-01-18;20:00;6025;1
2022-06-17;05:00;3056;2
2021-01-18;23:00;7368;0
2022-06-17;16:00;674;4978
2021-01-20;02:00;11404;0
2022-06-17;18:00;673;2794
2021-01-20;15:00;13351;798
2022-06-18;04:00;1620;1
2021-01-20;21:00;14343;0
2022-06-18;06:00;1584;99
2021-01-21;07:00;9635;0
2022-06-18;07:00;1634;623
2021-01-21;11:00;10616;884
2022-06-18;09:00;937;3106
2021-01-22;07:00;4353;0
2022-06-18;13:00;1727;5913
2021-01-22;23:00;6200;0
2022-06-18;23:00;8962;2
2021-01-23;05:00;6084;0
2022-06-19;07:00;6565;487
2021-01-23;08:00;6013;63
2022-06-19;10:00;5984;3718
2021-01-23;15:00;5598;534
2022-06-19;11:00;5305;4717
2021-01-23;20:00;5093;0
2022-06-19;12:00;3998;5360
2021-01-24;02:00;3682;0
2022-06-19;13:00;4365;5719
2021-01-24;16:00;7513;545
2022-06-19;14:00;6070;5735
2021-01-24;20:00;6659;0
2022-06-19;15:00;7180;5441
2021-01-24;21:00;6464;0
2022-06-19;16:00;7154;4817
2021-01-24;22:00;6044;0
2022-06-19;18:00;6371;2560
2021-01-25;03:00;5980;0
2022-06-19;23:00;6571;2
2021-01-25;08:00;4770;33
2022-06-20;02:00;5763;1
2021-01-25;09:00;4224;317
2022-06-20;12:00;2546;4484
2021-01-25;10:00;3479;886
2022-06-20;15:00;2529;4806
2021-01-25;16:00;3203;758
2022-06-20;17:00;3187;3476
2021-01-25;19:00;3798;0
2022-06-20;22:00;5593;1
2021-01-26;01:00;4209;0
2022-06-21;04:00;3784;0
2021-01-26;03:00;4261;0
2022-06-21;06:00;2896;79
2021-01-26;18:00;4207;1
2022-06-21;16:00;1233;3290
2021-01-26;20:00;5696;0
2022-06-21;20:00;1606;337
2021-01-27;00:00;6584;0
2022-06-22;17:00;2436;2920
2021-01-27;03:00;5713;0
2022-06-22;18:00;2382;2081
2021-01-27;07:00;5266;0
2022-06-22;21:00;1307;55
2021-01-27;15:00;3665;729
2022-06-23;00:00;1657;2
2021-01-27;20:00;4547;0
2022-06-23;11:00;975;3819
2021-01-27;23:00;5091;0
2022-06-23;17:00;1512;2981
2021-01-28;07:00;12801;0
2022-06-23;21:00;1796;51
2021-01-28;10:00;13439;679
2022-06-23;23:00;2149;1
2021-01-28;18:00;10069;1
2022-06-24;05:00;2115;1
2021-01-28;19:00;8847;0
2022-06-24;11:00;3231;3314
2021-01-28;22:00;8846;0
2022-06-24;17:00;6957;3457
2021-01-29;04:00;13247;0
2022-06-24;19:00;6498;1351
2021-01-29;10:00;13369;953
2022-06-25;16:00;2455;3070
2021-01-29;13:00;13912;1900
2022-06-26;02:00;2285;1
2021-01-29;15:00;13576;1128
2022-06-26;06:00;1474;61
2021-01-30;06:00;5529;0
2022-06-26;12:00;845;3304
2021-01-30;11:00;7925;709
2022-06-26;13:00;971;3337
2021-01-30;14:00;7165;748
2022-06-26;22:00;1245;3
2021-01-30;17:00;6460;73
2022-06-27;04:00;1159;0
2021-01-30;18:00;6378;0
2022-06-27;11:00;2360;3519
2021-01-30;19:00;6482;0
2022-06-27;13:00;2578;4213
2021-01-30;23:00;5611;0
2022-06-27;16:00;3080;3430
2021-01-31;01:00;5172;0
2022-06-27;17:00;3047;3032
2021-01-31;03:00;4375;0
2022-06-27;21:00;1932;62
2021-01-31;08:00;2418;62
2022-06-27;22:00;2006;2
2021-01-31;22:00;5718;0
2022-06-28;04:00;1325;1
2021-02-01;00:00;5499;0
2022-06-28;06:00;1286;77
2021-02-01;13:00;6339;1098
2022-06-28;08:00;1135;1603
2021-02-01;14:00;6555;991
2022-06-28;10:00;1330;4282
2021-02-01;15:00;6361;733
2022-06-29;02:00;1364;2
2021-02-01;18:00;4532;3
2022-06-29;05:00;869;1
2021-02-01;19:00;3862;2
2022-06-29;07:00;708;553
2021-02-02;06:00;10434;0
2022-06-29;08:00;480;1779
2021-02-02;11:00;10879;1403
2022-06-29;15:00;1166;4913
2021-02-02;13:00;10424;1643
2022-06-29;17:00;1322;3553
2021-02-02;22:00;10270;0
2022-06-30;00:00;1528;1
2021-02-02;23:00;10139;0
2022-06-30;18:00;2740;1666
2021-02-03;00:00;9766;0
2022-06-30;19:00;2554;1010
2021-02-03;01:00;9241;0
2022-07-01;02:00;2624;4
2021-02-03;02:00;9137;0
2022-07-01;16:00;1758;4680
2021-02-03;11:00;12362;1055
2022-07-01;17:00;1552;4080
2021-02-03;13:00;12656;1470
2022-07-01;23:00;833;4
2021-02-03;17:00;11440;190
2022-07-02;01:00;649;3
2021-02-03;19:00;9855;2
2022-07-02;07:00;1221;564
2021-02-04;05:00;2969;0
2022-07-02;12:00;1000;6121
2021-02-04;09:00;2404;269
2022-07-02;16:00;835;5374
2021-02-04;18:00;3050;1
2022-07-02;17:00;867;4428
2021-02-04;19:00;3368;0
2022-07-02;21:00;1552;61
2021-02-04;22:00;3504;0
2022-07-03;02:00;1506;2
2021-02-05;02:00;2559;0
2022-07-03;09:00;710;3201
2021-02-05;04:00;2076;0
2022-07-03;11:00;694;5292
2021-02-05;07:00;1810;0
2022-07-03;18:00;2140;2425
2021-02-05;11:00;1496;880
2022-07-03;19:00;2357;1224
2021-02-05;13:00;1466;1345
2022-07-03;22:00;2752;2
2021-02-05;16:00;1333;644
2022-07-04;11:00;551;4257
2021-02-05;17:00;1528;143
2022-07-04;14:00;865;5020
2021-02-05;21:00;2520;0
2022-07-04;15:00;1069;4966
2021-02-06;01:00;2376;0
2022-07-04;18:00;2207;2426
2021-02-06;05:00;2225;0
2022-07-04;22:00;3161;1
2021-02-06;15:00;3477;386
2022-07-05;00:00;3623;1
2021-02-06;16:00;3816;221
2022-07-05;07:00;1555;527
2021-02-06;17:00;4095;50
2022-07-05;08:00;916;1724
2021-02-07;06:00;4557;0
2022-07-05;09:00;736;3256
2021-02-08;01:00;1233;0
2022-07-05;10:00;691;4550
2021-02-08;05:00;1000;0
2022-07-05;12:00;1120;5907
2021-02-08;10:00;1042;966
2022-07-05;13:00;1368;6059
2021-02-08;13:00;1047;1265
2022-07-05;15:00;1773;5776
2021-02-08;17:00;1630;126
2022-07-05;16:00;1984;5194
2021-02-08;23:00;2005;0
2022-07-05;17:00;2242;4195
2021-02-09;05:00;1827;0
2022-07-05;19:00;3000;1588
2021-02-09;12:00;2310;1230
2022-07-06;02:00;4077;6
2021-02-09;17:00;5287;56
2022-07-06;09:00;1371;3031
2021-02-09;18:00;5742;3
2022-07-06;14:00;2032;5716
2021-02-10;06:00;7208;0
2022-07-06;20:00;2959;471
2021-02-10;07:00;7287;1
2022-07-06;21:00;2759;60
2021-02-10;09:00;7298;573
2022-07-07;02:00;3587;1
2021-02-10;10:00;7097;1104
2022-07-07;10:00;2784;4330
2021-02-10;12:00;6239;2101
2022-07-07;13:00;4802;5352
2021-02-10;15:00;6050;1706
2022-07-07;15:00;5378;5115
2021-02-10;17:00;5309;275
2022-07-07;20:00;5015;464
2021-02-11;01:00;4000;0
2022-07-07;22:00;4621;7
2021-02-11;02:00;4240;0
2022-07-08;03:00;4566;5
2021-02-11;09:00;5414;975
2022-07-08;07:00;2798;503
2021-02-11;13:00;5956;2556
2022-07-08;10:00;1521;4723
2021-02-11;22:00;7369;0
2022-07-08;13:00;2130;6446
2021-02-11;23:00;7323;0
2022-07-08;20:00;3341;463
2021-02-12;06:00;8482;0
2022-07-09;01:00;3601;4
2021-02-12;13:00;8256;768
2022-07-09;08:00;1215;1738
2021-02-12;15:00;8566;579
2022-07-09;15:00;3546;5929
2021-02-12;21:00;8621;0
2022-07-09;17:00;4963;4494
2021-02-13;01:00;7865;0
2022-07-10;00:00;5962;9
2021-02-13;05:00;7416;0
2022-07-10;06:00;3992;53
2021-02-13;09:00;7590;739
2022-07-10;10:00;2596;4711
2021-02-13;14:00;7855;1965
2022-07-10;11:00;2922;5669
2021-02-13;15:00;7561;1522
2022-07-10;19:00;4519;1635
2021-02-13;20:00;6928;0
2022-07-10;20:00;4487;445
2021-02-14;11:00;7128;2235
2022-07-11;01:00;4850;6
2021-02-14;16:00;8717;928
2022-07-11;05:00;3781;3
2021-02-14;20:00;10478;0
2022-07-11;07:00;3232;475
2021-02-15;08:00;10194;221
2022-07-11;14:00;2922;6209
2021-02-15;14:00;7687;2232
2022-07-12;03:00;3454;1
2021-02-15;15:00;7446;1706
2022-07-12;23:00;1423;4
2021-02-15;16:00;7121;952
2022-07-13;09:00;261;3125
2021-02-15;22:00;8345;0
2022-07-13;18:00;1840;2887
2021-02-15;23:00;8365;0
2022-07-13;20:00;1674;438
2021-02-16;00:00;8107;0
2022-07-14;00:00;1065;2
2021-02-16;02:00;8714;0
2022-07-14;02:00;1114;1
2021-02-16;08:00;10144;157
2022-07-14;05:00;956;1
2021-02-16;18:00;8778;15
2022-07-14;07:00;1035;469
2021-02-16;23:00;9214;0
2022-07-14;19:00;5401;1472
2021-02-17;00:00;9122;0
2022-07-15;04:00;4358;3
2021-02-17;03:00;7886;0
2022-07-15;06:00;3875;50
2021-02-17;06:00;7279;0
2022-07-15;14:00;1652;6071
2021-02-17;09:00;7828;1113
2022-07-15;23:00;3931;5
2021-02-18;09:00;10852;407
2022-07-16;00:00;3917;4
2021-02-18;14:00;9871;1100
2022-07-16;03:00;3198;1
2021-02-18;15:00;9647;894
2022-07-16;09:00;1486;3147
2021-02-18;22:00;5502;0
2022-07-16;14:00;2548;6174
2021-02-19;05:00;4727;0
2022-07-16;21:00;3780;44
2021-02-19;17:00;5486;394
2022-07-17;01:00;6557;4
2021-02-19;21:00;8822;1
2022-07-17;05:00;4779;2
2021-02-19;22:00;9243;0
2022-07-17;07:00;3969;456
2021-02-19;23:00;9458;0
2022-07-17;09:00;1684;3099
2021-02-20;01:00;9640;0
2022-07-17;21:00;2564;47
2021-02-20;16:00;11842;1222
2022-07-17;23:00;4268;4
2021-02-20;23:00;10809;0
2022-07-18;03:00;4033;2
2021-02-21;18:00;6257;15
2022-07-18;05:00;3604;1
2021-02-22;03:00;6737;0
2022-07-18;11:00;1082;5216
2021-02-22;17:00;3640;149
2022-07-19;04:00;5277;5
2021-02-22;18:00;4395;9
2022-07-19;05:00;5549;4
2021-02-23;01:00;5790;0
2022-07-19;10:00;3298;3496
2021-02-23;02:00;6261;0
2022-07-19;15:00;5545;5486
2021-02-23;07:00;7255;8
2022-07-19;17:00;4894;3895
2021-02-23;08:00;7483;253
2022-07-19;20:00;4360;373
2021-02-23;14:00;9620;2842
2022-07-19;23:00;4268;12
2021-02-23;18:00;6489;58
2022-07-20;00:00;4345;12
2021-02-23;20:00;7568;0
2022-07-20;04:00;2190;1
2021-02-23;21:00;7960;0
2022-07-20;08:00;1423;944
2021-02-23;22:00;7979;0
2022-07-20;17:00;3156;3386
2021-02-24;06:00;7189;0
2022-07-21;01:00;1883;1
2021-02-24;14:00;6074;3209
2022-07-21;03:00;1988;3
2021-02-24;20:00;6128;2
2022-07-21;07:00;1207;379
2021-02-24;22:00;6602;1
2022-07-21;12:00;907;5488
2021-02-25;06:00;4120;0
2022-07-21;13:00;996;5690
2021-02-25;08:00;4100;408
2022-07-21;14:00;953;5740
2021-02-25;11:00;1847;2576
2022-07-21;20:00;1226;392
2021-02-26;04:00;2116;0
2022-07-21;21:00;1664;38
2021-02-26;15:00;3630;1781
2022-07-22;04:00;3113;2
2021-02-26;17:00;3468;455
2022-07-22;05:00;2985;1
2021-02-27;03:00;5656;0
2022-07-22;06:00;2776;34
2021-02-27;10:00;4807;2409
2022-07-22;07:00;2237;398
2021-02-27;12:00;7371;3291
2022-07-22;10:00;945;3479
2021-02-28;08:00;6387;525
2022-07-22;11:00;841;4284
2021-02-28;18:00;5535;74
2022-07-22;14:00;953;4749
2021-03-01;00:00;5896;0
2022-07-22;17:00;1542;2697
2021-03-01;01:00;5646;0
2022-07-22;18:00;1839;1717
2021-03-01;03:00;4871;0
2022-07-23;00:00;2069;2
2021-03-01;22:00;4868;0
2022-07-23;01:00;2137;2
2021-03-02;03:00;3933;0
2022-07-23;07:00;1001;324
2021-03-02;08:00;3698;429
2022-07-23;10:00;487;3142
2021-03-02;12:00;1691;2371
2022-07-24;10:00;898;4444
2021-03-02;13:00;1615;2310
2022-07-24;12:00;1149;5958
2021-03-02;20:00;2195;0
2022-07-24;16:00;1481;5203
2021-03-03;09:00;1116;654
2022-07-25;01:00;2005;2
2021-03-03;15:00;601;1656
2022-07-25;03:00;2410;1
2021-03-03;18:00;693;77
2022-07-25;07:00;3391;336
2021-03-03;19:00;845;1
2022-07-25;08:00;3494;1154
2021-03-03;20:00;953;1
2022-07-25;09:00;4078;2227
2021-03-03;21:00;1131;0
2022-07-25;16:00;8826;3631
2021-03-03;23:00;1662;0
2022-07-26;03:00;2741;1
2021-03-04;02:00;1335;0
2022-07-26;11:00;1427;4316
2021-03-04;03:00;1155;0
2022-07-26;20:00;2575;359
2021-03-04;08:00;884;392
2022-07-27;00:00;2995;2
2021-03-04;15:00;1968;1929
2022-07-27;01:00;2900;1
2021-03-04;21:00;3033;0
2022-07-27;02:00;2763;1
2021-03-05;08:00;3863;466
2022-07-27;03:00;2707;1
2021-03-05;09:00;4452;1308
2022-07-27;17:00;1485;4211
2021-03-06;00:00;6735;0
2022-07-28;07:00;1886;351
2021-03-06;04:00;6094;0
2022-07-28;16:00;439;4304
2021-03-06;09:00;4538;1306
2022-07-28;21:00;1740;23
2021-03-06;16:00;4646;1389
2022-07-29;03:00;1083;1
2021-03-06;19:00;4250;1
2022-07-29;06:00;712;18
2021-03-06;20:00;4909;1
2022-07-29;09:00;371;1473
2021-03-07;02:00;2483;0
2022-07-29;10:00;387;2279
2021-03-07;06:00;1667;0
2022-07-29;16:00;1509;4016
2021-03-07;07:00;1644;44
2022-07-29;22:00;2143;1
2021-03-07;14:00;958;1781
2022-07-30;05:00;888;1
2021-03-07;16:00;1109;882
2022-07-30;10:00;609;4112
2021-03-07;21:00;3440;0
2022-07-30;14:00;1984;5280
2021-03-07;22:00;3658;0
2022-07-30;16:00;2495;4530
2021-03-08;01:00;3273;0
2022-07-30;20:00;2278;319
2021-03-08;12:00;1681;3049
2022-07-30;23:00;2109;1
2021-03-08;19:00;2396;3
2022-07-31;02:00;1969;1
2021-03-09;02:00;1713;1
2022-07-31;03:00;1716;1
2021-03-09;03:00;1807;1
2022-07-31;04:00;1653;2
